,movie,year,imdb,metascore,votes
0,Gladiator,(2000),8.5,67,1232570
1,Memento,(2000),8.4,80,1044301
2,Snatch,(2000),8.3,55,728624
3,Requiem for a Dream,(2000),8.3,68,710422
4,X-Men,(2000),7.4,64,543212
5,Cast Away,(2000),7.8,73,479974
6,American Psycho,(2000),7.6,64,439219
7,Unbreakable,(2000),7.3,62,359940
8,Meet the Parents,(2000),7.0,73,295494
9,Mission: Impossible II,(2000),6.1,59,294761
10,"O Brother, Where Art Thou?",(2000),7.7,69,267580
11,Gone in Sixty Seconds,(2000),6.5,35,248318
12,Wo hu cang long,(2000),7.8,93,242045
13,The Patriot,(2000),7.2,63,240148
14,Almost Famous,(2000),7.9,90,237307
15,Scary Movie,(2000),6.2,48,217382
16,Pitch Black,(2000),7.1,49,215758
17,Final Destination,(2000),6.7,36,214144
18,"Me, Myself & Irene",(2000),6.6,49,211692
19,The Beach,(I) (2000),6.7,43,210806
20,Amores perros,(2000),8.1,83,209196
21,Traffic,(2000),7.6,86,187512
22,Remember the Titans,(2000),7.8,48,186218
23,How the Grinch Stole Christmas,(2000),6.1,46,185341
24,What Women Want,(2000),6.4,47,182250
25,Miss Congeniality,(2000),6.2,43,172522
26,Chocolat,(2000),7.2,64,169697
27,Chicken Run,(2000),7.0,88,166050
28,Charlie's Angels,(2000),5.5,52,165210
29,The Emperor's New Groove,(2000),7.3,70,164492
30,Erin Brockovich,(2000),7.3,73,161090
31,Batoru rowaiaru,(2000),7.6,81,160676
32,High Fidelity,(2000),7.5,79,159706
33,Road Trip,(2000),6.4,55,149814
34,The Perfect Storm,(2000),6.4,59,148441
35,"Dude, Where's My Car?",(2000),5.5,30,129534
36,Billy Elliot,(2000),7.7,74,117057
37,Hollow Man,(2000),5.8,24,116025
38,Scream 3,(2000),5.5,56,115746
39,Shanghai Noon,(2000),6.5,77,113120
40,The 6th Day,(2000),5.9,49,111575
41,What Lies Beneath,(2000),6.6,51,111377
42,Faa yeung nin wa,(2000),8.1,85,108183
43,Pay It Forward,(2000),7.2,40,108018
44,The Whole Nine Yards,(2000),6.7,47,103990
45,Coyote Ugly,(2000),5.7,27,101844
46,Men of Honor,(2000),7.2,56,101823
47,The Family Man,(2000),6.8,42,97748
48,Frequency,(2000),7.3,67,95569
49,Gladiator,(2000),8.5,67,1232570
50,Memento,(2000),8.4,80,1044301
51,Snatch,(2000),8.3,55,728624
52,Requiem for a Dream,(2000),8.3,68,710422
53,X-Men,(2000),7.4,64,543212
54,Cast Away,(2000),7.8,73,479974
55,American Psycho,(2000),7.6,64,439219
56,Unbreakable,(2000),7.3,62,359940
57,Meet the Parents,(2000),7.0,73,295494
58,Mission: Impossible II,(2000),6.1,59,294761
59,"O Brother, Where Art Thou?",(2000),7.7,69,267580
60,Gone in Sixty Seconds,(2000),6.5,35,248318
61,Wo hu cang long,(2000),7.8,93,242045
62,The Patriot,(2000),7.2,63,240148
63,Almost Famous,(2000),7.9,90,237307
64,Scary Movie,(2000),6.2,48,217382
65,Pitch Black,(2000),7.1,49,215758
66,Final Destination,(2000),6.7,36,214144
67,"Me, Myself & Irene",(2000),6.6,49,211692
68,The Beach,(I) (2000),6.7,43,210806
69,Amores perros,(2000),8.1,83,209196
70,Traffic,(2000),7.6,86,187512
71,Remember the Titans,(2000),7.8,48,186218
72,How the Grinch Stole Christmas,(2000),6.1,46,185341
73,What Women Want,(2000),6.4,47,182250
74,Miss Congeniality,(2000),6.2,43,172522
75,Chocolat,(2000),7.2,64,169697
76,Chicken Run,(2000),7.0,88,166050
77,Charlie's Angels,(2000),5.5,52,165210
78,The Emperor's New Groove,(2000),7.3,70,164492
79,Erin Brockovich,(2000),7.3,73,161090
80,Batoru rowaiaru,(2000),7.6,81,160676
81,High Fidelity,(2000),7.5,79,159706
82,Road Trip,(2000),6.4,55,149814
83,The Perfect Storm,(2000),6.4,59,148441
84,"Dude, Where's My Car?",(2000),5.5,30,129534
85,Billy Elliot,(2000),7.7,74,117057
86,Hollow Man,(2000),5.8,24,116025
87,Scream 3,(2000),5.5,56,115746
88,Shanghai Noon,(2000),6.5,77,113120
89,The 6th Day,(2000),5.9,49,111575
90,What Lies Beneath,(2000),6.6,51,111377
91,Faa yeung nin wa,(2000),8.1,85,108183
92,Pay It Forward,(2000),7.2,40,108018
93,The Whole Nine Yards,(2000),6.7,47,103990
94,Coyote Ugly,(2000),5.7,27,101844
95,Men of Honor,(2000),7.2,56,101823
96,The Family Man,(2000),6.8,42,97748
97,Frequency,(2000),7.3,67,95569
98,Gladiator,(2000),8.5,67,1232570
99,Memento,(2000),8.4,80,1044301
100,Snatch,(2000),8.3,55,728624
101,Requiem for a Dream,(2000),8.3,68,710422
102,X-Men,(2000),7.4,64,543212
103,Cast Away,(2000),7.8,73,479974
104,American Psycho,(2000),7.6,64,439219
105,Unbreakable,(2000),7.3,62,359940
106,Meet the Parents,(2000),7.0,73,295494
107,Mission: Impossible II,(2000),6.1,59,294761
108,"O Brother, Where Art Thou?",(2000),7.7,69,267580
109,Gone in Sixty Seconds,(2000),6.5,35,248318
110,Wo hu cang long,(2000),7.8,93,242045
111,The Patriot,(2000),7.2,63,240148
112,Almost Famous,(2000),7.9,90,237307
113,Scary Movie,(2000),6.2,48,217382
114,Pitch Black,(2000),7.1,49,215758
115,Final Destination,(2000),6.7,36,214144
116,"Me, Myself & Irene",(2000),6.6,49,211692
117,The Beach,(I) (2000),6.7,43,210806
118,Amores perros,(2000),8.1,83,209196
119,Traffic,(2000),7.6,86,187512
120,Remember the Titans,(2000),7.8,48,186218
121,How the Grinch Stole Christmas,(2000),6.1,46,185341
122,What Women Want,(2000),6.4,47,182250
123,Miss Congeniality,(2000),6.2,43,172522
124,Chocolat,(2000),7.2,64,169697
125,Chicken Run,(2000),7.0,88,166050
126,Charlie's Angels,(2000),5.5,52,165210
127,The Emperor's New Groove,(2000),7.3,70,164492
128,Erin Brockovich,(2000),7.3,73,161090
129,Batoru rowaiaru,(2000),7.6,81,160676
130,High Fidelity,(2000),7.5,79,159706
131,Road Trip,(2000),6.4,55,149814
132,The Perfect Storm,(2000),6.4,59,148441
133,"Dude, Where's My Car?",(2000),5.5,30,129534
134,Billy Elliot,(2000),7.7,74,117057
135,Hollow Man,(2000),5.8,24,116025
136,Scream 3,(2000),5.5,56,115746
137,Shanghai Noon,(2000),6.5,77,113120
138,The 6th Day,(2000),5.9,49,111575
139,What Lies Beneath,(2000),6.6,51,111377
140,Faa yeung nin wa,(2000),8.1,85,108183
141,Pay It Forward,(2000),7.2,40,108018
142,The Whole Nine Yards,(2000),6.7,47,103990
143,Coyote Ugly,(2000),5.7,27,101844
144,Men of Honor,(2000),7.2,56,101823
145,The Family Man,(2000),6.8,42,97748
146,Frequency,(2000),7.3,67,95569
147,Gladiator,(2000),8.5,67,1232570
148,Memento,(2000),8.4,80,1044301
149,Snatch,(2000),8.3,55,728624
150,Requiem for a Dream,(2000),8.3,68,710422
151,X-Men,(2000),7.4,64,543212
152,Cast Away,(2000),7.8,73,479974
153,American Psycho,(2000),7.6,64,439219
154,Unbreakable,(2000),7.3,62,359940
155,Meet the Parents,(2000),7.0,73,295494
156,Mission: Impossible II,(2000),6.1,59,294761
157,"O Brother, Where Art Thou?",(2000),7.7,69,267580
158,Gone in Sixty Seconds,(2000),6.5,35,248318
159,Wo hu cang long,(2000),7.8,93,242045
160,The Patriot,(2000),7.2,63,240148
161,Almost Famous,(2000),7.9,90,237307
162,Scary Movie,(2000),6.2,48,217382
163,Pitch Black,(2000),7.1,49,215758
164,Final Destination,(2000),6.7,36,214144
165,"Me, Myself & Irene",(2000),6.6,49,211692
166,The Beach,(I) (2000),6.7,43,210806
167,Amores perros,(2000),8.1,83,209196
168,Traffic,(2000),7.6,86,187512
169,Remember the Titans,(2000),7.8,48,186218
170,How the Grinch Stole Christmas,(2000),6.1,46,185341
171,What Women Want,(2000),6.4,47,182250
172,Miss Congeniality,(2000),6.2,43,172522
173,Chocolat,(2000),7.2,64,169697
174,Chicken Run,(2000),7.0,88,166050
175,Charlie's Angels,(2000),5.5,52,165210
176,The Emperor's New Groove,(2000),7.3,70,164492
177,Erin Brockovich,(2000),7.3,73,161090
178,Batoru rowaiaru,(2000),7.6,81,160676
179,High Fidelity,(2000),7.5,79,159706
180,Road Trip,(2000),6.4,55,149814
181,The Perfect Storm,(2000),6.4,59,148441
182,"Dude, Where's My Car?",(2000),5.5,30,129534
183,Billy Elliot,(2000),7.7,74,117057
184,Hollow Man,(2000),5.8,24,116025
185,Scream 3,(2000),5.5,56,115746
186,Shanghai Noon,(2000),6.5,77,113120
187,The 6th Day,(2000),5.9,49,111575
188,What Lies Beneath,(2000),6.6,51,111377
189,Faa yeung nin wa,(2000),8.1,85,108183
190,Pay It Forward,(2000),7.2,40,108018
191,The Whole Nine Yards,(2000),6.7,47,103990
192,Coyote Ugly,(2000),5.7,27,101844
193,Men of Honor,(2000),7.2,56,101823
194,The Family Man,(2000),6.8,42,97748
195,Frequency,(2000),7.3,67,95569
196,The Lord of the Rings: The Fellowship of the Ring,(2001),8.8,92,1534131
197,A Beautiful Mind,(2001),8.2,72,782443
198,"Monsters, Inc.",(2001),8.0,78,752773
199,Donnie Darko,(2001),8.0,71,705177
200,Amélie,(2001),8.3,69,660481
201,Harry Potter and the Sorcerer's Stone,(2001),7.6,64,579482
202,Shrek,(2001),7.8,84,571333
203,Sen to Chihiro no kamikakushi,(2001),8.6,96,569957
204,Ocean's Eleven,(2001),7.8,74,479939
205,Training Day,(2001),7.7,69,361438
206,Black Hawk Down,(2001),7.7,74,343725
207,The Fast and the Furious,(2001),6.8,58,325555
208,The Others,(2001),7.6,74,317243
209,Pearl Harbor,(2001),6.2,44,295849
210,Mulholland Dr.,(2001),7.9,83,294864
211,The Mummy Returns,(2001),6.3,48,286840
212,Jurassic Park III,(2001),5.9,42,278386
213,Artificial Intelligence: AI,(2001),7.2,65,277093
214,Moulin Rouge!,(2001),7.6,66,254109
215,The Royal Tenenbaums,(2001),7.6,76,248591
216,Hannibal,(2001),6.8,57,239480
217,Vanilla Sky,(2001),6.9,45,236406
218,Zoolander,(2001),6.6,61,233798
219,American Pie 2,(2001),6.4,43,227687
220,Enemy at the Gates,(2001),7.6,53,227374
221,Blow,(2001),7.6,52,226314
222,Bridget Jones's Diary,(2001),6.7,66,209578
223,Planet of the Apes,(2001),5.7,50,202991
224,Rush Hour 2,(2001),6.6,48,187913
225,Lara Croft: Tomb Raider,(2001),5.8,33,187673
226,Swordfish,(2001),6.5,32,170187
227,Legally Blonde,(2001),6.2,59,168691
228,K-PAX,(2001),7.4,49,168329
229,A Knight's Tale,(2001),6.9,56,159424
230,Jay and Silent Bob Strike Back,(2001),6.8,51,142426
231,From Hell,(2001),6.8,54,140509
232,Scary Movie 2,(2001),5.3,29,140255
233,Spy Game,(2001),7.1,63,137078
234,I Am Sam,(2001),7.6,28,137006
235,Shallow Hal,(2001),5.9,48,121792
236,The Princess Diaries,(2001),6.3,52,118138
237,The Score,(2001),6.8,71,114095
238,Evolution,(2001),6.1,40,114035
239,Y tu mamá también,(2001),7.6,88,108375
240,Ghost World,(2001),7.3,88,107708
241,The Lord of the Rings: The Fellowship of the Ring,(2001),8.8,92,1534131
242,A Beautiful Mind,(2001),8.2,72,782443
243,"Monsters, Inc.",(2001),8.0,78,752773
244,Donnie Darko,(2001),8.0,71,705177
245,Amélie,(2001),8.3,69,660481
246,Harry Potter and the Sorcerer's Stone,(2001),7.6,64,579482
247,Shrek,(2001),7.8,84,571333
248,Sen to Chihiro no kamikakushi,(2001),8.6,96,569957
249,Ocean's Eleven,(2001),7.8,74,479939
250,Training Day,(2001),7.7,69,361438
251,Black Hawk Down,(2001),7.7,74,343725
252,The Fast and the Furious,(2001),6.8,58,325555
253,The Others,(2001),7.6,74,317243
254,Pearl Harbor,(2001),6.2,44,295849
255,Mulholland Dr.,(2001),7.9,83,294864
256,The Mummy Returns,(2001),6.3,48,286840
257,Jurassic Park III,(2001),5.9,42,278386
258,Artificial Intelligence: AI,(2001),7.2,65,277093
259,Moulin Rouge!,(2001),7.6,66,254109
260,The Royal Tenenbaums,(2001),7.6,76,248591
261,Hannibal,(2001),6.8,57,239480
262,Vanilla Sky,(2001),6.9,45,236406
263,Zoolander,(2001),6.6,61,233798
264,American Pie 2,(2001),6.4,43,227687
265,Enemy at the Gates,(2001),7.6,53,227374
266,Blow,(2001),7.6,52,226314
267,Bridget Jones's Diary,(2001),6.7,66,209578
268,Planet of the Apes,(2001),5.7,50,202991
269,Rush Hour 2,(2001),6.6,48,187913
270,Lara Croft: Tomb Raider,(2001),5.8,33,187673
271,Swordfish,(2001),6.5,32,170187
272,Legally Blonde,(2001),6.2,59,168691
273,K-PAX,(2001),7.4,49,168329
274,A Knight's Tale,(2001),6.9,56,159424
275,Jay and Silent Bob Strike Back,(2001),6.8,51,142426
276,From Hell,(2001),6.8,54,140509
277,Scary Movie 2,(2001),5.3,29,140255
278,Spy Game,(2001),7.1,63,137078
279,I Am Sam,(2001),7.6,28,137006
280,Shallow Hal,(2001),5.9,48,121792
281,The Princess Diaries,(2001),6.3,52,118138
282,The Score,(2001),6.8,71,114095
283,Evolution,(2001),6.1,40,114035
284,Y tu mamá también,(2001),7.6,88,108375
285,Ghost World,(2001),7.3,88,107708
286,The Lord of the Rings: The Fellowship of the Ring,(2001),8.8,92,1534131
287,A Beautiful Mind,(2001),8.2,72,782443
288,"Monsters, Inc.",(2001),8.0,78,752773
289,Donnie Darko,(2001),8.0,71,705177
290,Amélie,(2001),8.3,69,660481
291,Harry Potter and the Sorcerer's Stone,(2001),7.6,64,579482
292,Shrek,(2001),7.8,84,571333
293,Sen to Chihiro no kamikakushi,(2001),8.6,96,569957
294,Ocean's Eleven,(2001),7.8,74,479939
295,Training Day,(2001),7.7,69,361438
296,Black Hawk Down,(2001),7.7,74,343725
297,The Fast and the Furious,(2001),6.8,58,325555
298,The Others,(2001),7.6,74,317243
299,Pearl Harbor,(2001),6.2,44,295849
300,Mulholland Dr.,(2001),7.9,83,294864
301,The Mummy Returns,(2001),6.3,48,286840
302,Jurassic Park III,(2001),5.9,42,278386
303,Artificial Intelligence: AI,(2001),7.2,65,277093
304,Moulin Rouge!,(2001),7.6,66,254109
305,The Royal Tenenbaums,(2001),7.6,76,248591
306,Hannibal,(2001),6.8,57,239480
307,Vanilla Sky,(2001),6.9,45,236406
308,Zoolander,(2001),6.6,61,233798
309,American Pie 2,(2001),6.4,43,227687
310,Enemy at the Gates,(2001),7.6,53,227374
311,Blow,(2001),7.6,52,226314
312,Bridget Jones's Diary,(2001),6.7,66,209578
313,Planet of the Apes,(2001),5.7,50,202991
314,Rush Hour 2,(2001),6.6,48,187913
315,Lara Croft: Tomb Raider,(2001),5.8,33,187673
316,Swordfish,(2001),6.5,32,170187
317,Legally Blonde,(2001),6.2,59,168691
318,K-PAX,(2001),7.4,49,168329
319,A Knight's Tale,(2001),6.9,56,159424
320,Jay and Silent Bob Strike Back,(2001),6.8,51,142426
321,From Hell,(2001),6.8,54,140509
322,Scary Movie 2,(2001),5.3,29,140255
323,Spy Game,(2001),7.1,63,137078
324,I Am Sam,(2001),7.6,28,137006
325,Shallow Hal,(2001),5.9,48,121792
326,The Princess Diaries,(2001),6.3,52,118138
327,The Score,(2001),6.8,71,114095
328,Evolution,(2001),6.1,40,114035
329,Y tu mamá también,(2001),7.6,88,108375
330,Ghost World,(2001),7.3,88,107708
331,The Lord of the Rings: The Fellowship of the Ring,(2001),8.8,92,1534131
332,A Beautiful Mind,(2001),8.2,72,782443
333,"Monsters, Inc.",(2001),8.0,78,752773
334,Donnie Darko,(2001),8.0,71,705177
335,Amélie,(2001),8.3,69,660481
336,Harry Potter and the Sorcerer's Stone,(2001),7.6,64,579482
337,Shrek,(2001),7.8,84,571333
338,Sen to Chihiro no kamikakushi,(2001),8.6,96,569957
339,Ocean's Eleven,(2001),7.8,74,479939
340,Training Day,(2001),7.7,69,361438
341,Black Hawk Down,(2001),7.7,74,343725
342,The Fast and the Furious,(2001),6.8,58,325555
343,The Others,(2001),7.6,74,317243
344,Pearl Harbor,(2001),6.2,44,295849
345,Mulholland Dr.,(2001),7.9,83,294864
346,The Mummy Returns,(2001),6.3,48,286840
347,Jurassic Park III,(2001),5.9,42,278386
348,Artificial Intelligence: AI,(2001),7.2,65,277093
349,Moulin Rouge!,(2001),7.6,66,254109
350,The Royal Tenenbaums,(2001),7.6,76,248591
351,Hannibal,(2001),6.8,57,239480
352,Vanilla Sky,(2001),6.9,45,236406
353,Zoolander,(2001),6.6,61,233798
354,American Pie 2,(2001),6.4,43,227687
355,Enemy at the Gates,(2001),7.6,53,227374
356,Blow,(2001),7.6,52,226314
357,Bridget Jones's Diary,(2001),6.7,66,209578
358,Planet of the Apes,(2001),5.7,50,202991
359,Rush Hour 2,(2001),6.6,48,187913
360,Lara Croft: Tomb Raider,(2001),5.8,33,187673
361,Swordfish,(2001),6.5,32,170187
362,Legally Blonde,(2001),6.2,59,168691
363,K-PAX,(2001),7.4,49,168329
364,A Knight's Tale,(2001),6.9,56,159424
365,Jay and Silent Bob Strike Back,(2001),6.8,51,142426
366,From Hell,(2001),6.8,54,140509
367,Scary Movie 2,(2001),5.3,29,140255
368,Spy Game,(2001),7.1,63,137078
369,I Am Sam,(2001),7.6,28,137006
370,Shallow Hal,(2001),5.9,48,121792
371,The Princess Diaries,(2001),6.3,52,118138
372,The Score,(2001),6.8,71,114095
373,Evolution,(2001),6.1,40,114035
374,Y tu mamá también,(2001),7.6,88,108375
375,Ghost World,(2001),7.3,88,107708
376,The Lord of the Rings: The Two Towers,(2002),8.7,87,1373481
377,Catch Me If You Can,(2002),8.1,75,735509
378,The Pianist,(2002),8.5,85,656932
379,Cidade de Deus,(2002),8.6,79,653807
380,Spider-Man,(2002),7.3,73,649259
381,Star Wars: Episode II - Attack of the Clones,(2002),6.6,54,583497
382,Harry Potter and the Chamber of Secrets,(2002),7.4,63,501575
383,The Bourne Identity,(2002),7.9,68,479983
384,Minority Report,(2002),7.6,80,475466
385,Ice Age,(2002),7.5,60,409214
386,Gangs of New York,(2002),7.5,72,376846
387,28 Days Later...,(2002),7.6,73,349559
388,Signs,(2002),6.7,59,320139
389,Men in Black II,(2002),6.2,49,320128
390,The Ring,(2002),7.1,57,301525
391,Equilibrium,(2002),7.4,33,298591
392,The Transporter,(2002),6.8,51,272160
393,Insomnia,(2002),7.2,78,256445
394,Panic Room,(2002),6.8,65,240570
395,Phone Booth,(2002),7.0,56,239283
396,Red Dragon,(2002),7.2,60,234225
397,Resident Evil,(2002),6.7,33,234198
398,8 Mile,(2002),7.1,77,231730
399,Road to Perdition,(2002),7.7,72,230463
400,Chicago,(2002),7.1,82,203260
401,Die Another Day,(2002),6.1,56,193752
402,A Walk to Remember,(2002),7.4,35,190041
403,Blade II,(2002),6.7,52,189118
404,Austin Powers in Goldmember,(2002),6.2,62,186108
405,Ying xiong,(2002),7.9,85,167372
406,xXx,(2002),5.9,48,167342
407,Adaptation.,(2002),7.7,83,166656
408,25th Hour,(2002),7.6,67,163605
409,About a Boy,(2002),7.0,75,163344
410,Lilo & Stitch,(2002),7.2,73,153452
411,Bowling for Columbine,(2002),7.9,72,135562
412,Punch-Drunk Love,(2002),7.3,78,134840
413,Mr. Deeds,(2002),5.8,24,128620
414,The Scorpion King,(2002),5.5,45,124259
415,We Were Soldiers,(2002),7.1,65,122548
416,The Count of Monte Cristo,(2002),7.7,61,121668
417,Reign of Fire,(2002),6.2,39,120656
418,About Schmidt,(2002),7.1,85,118061
419,The Hours,(2002),7.5,80,117889
420,John Q,(2002),7.1,30,116545
421,My Big Fat Greek Wedding,(2002),6.5,62,114571
422,The Time Machine,(2002),6.0,42,113837
423,Mou gaan dou,(2002),8.1,75,112031
424,The Lord of the Rings: The Two Towers,(2002),8.7,87,1373481
425,Catch Me If You Can,(2002),8.1,75,735509
426,The Pianist,(2002),8.5,85,656932
427,Cidade de Deus,(2002),8.6,79,653807
428,Spider-Man,(2002),7.3,73,649259
429,Star Wars: Episode II - Attack of the Clones,(2002),6.6,54,583497
430,Harry Potter and the Chamber of Secrets,(2002),7.4,63,501575
431,The Bourne Identity,(2002),7.9,68,479983
432,Minority Report,(2002),7.6,80,475466
433,Ice Age,(2002),7.5,60,409214
434,Gangs of New York,(2002),7.5,72,376846
435,28 Days Later...,(2002),7.6,73,349559
436,Signs,(2002),6.7,59,320139
437,Men in Black II,(2002),6.2,49,320128
438,The Ring,(2002),7.1,57,301525
439,Equilibrium,(2002),7.4,33,298591
440,The Transporter,(2002),6.8,51,272160
441,Insomnia,(2002),7.2,78,256445
442,Panic Room,(2002),6.8,65,240570
443,Phone Booth,(2002),7.0,56,239283
444,Red Dragon,(2002),7.2,60,234225
445,Resident Evil,(2002),6.7,33,234198
446,8 Mile,(2002),7.1,77,231730
447,Road to Perdition,(2002),7.7,72,230463
448,Chicago,(2002),7.1,82,203260
449,Die Another Day,(2002),6.1,56,193752
450,A Walk to Remember,(2002),7.4,35,190041
451,Blade II,(2002),6.7,52,189118
452,Austin Powers in Goldmember,(2002),6.2,62,186108
453,Ying xiong,(2002),7.9,85,167372
454,xXx,(2002),5.9,48,167342
455,Adaptation.,(2002),7.7,83,166656
456,25th Hour,(2002),7.6,67,163605
457,About a Boy,(2002),7.0,75,163344
458,Lilo & Stitch,(2002),7.2,73,153452
459,Bowling for Columbine,(2002),7.9,72,135562
460,Punch-Drunk Love,(2002),7.3,78,134840
461,Mr. Deeds,(2002),5.8,24,128620
462,The Scorpion King,(2002),5.5,45,124259
463,We Were Soldiers,(2002),7.1,65,122548
464,The Count of Monte Cristo,(2002),7.7,61,121668
465,Reign of Fire,(2002),6.2,39,120656
466,About Schmidt,(2002),7.1,85,118061
467,The Hours,(2002),7.5,80,117889
468,John Q,(2002),7.1,30,116545
469,My Big Fat Greek Wedding,(2002),6.5,62,114571
470,The Time Machine,(2002),6.0,42,113837
471,Mou gaan dou,(2002),8.1,75,112031
472,The Lord of the Rings: The Two Towers,(2002),8.7,87,1373481
473,Catch Me If You Can,(2002),8.1,75,735509
474,The Pianist,(2002),8.5,85,656932
475,Cidade de Deus,(2002),8.6,79,653807
476,Spider-Man,(2002),7.3,73,649259
477,Star Wars: Episode II - Attack of the Clones,(2002),6.6,54,583497
478,Harry Potter and the Chamber of Secrets,(2002),7.4,63,501575
479,The Bourne Identity,(2002),7.9,68,479983
480,Minority Report,(2002),7.6,80,475466
481,Ice Age,(2002),7.5,60,409214
482,Gangs of New York,(2002),7.5,72,376846
483,28 Days Later...,(2002),7.6,73,349559
484,Signs,(2002),6.7,59,320139
485,Men in Black II,(2002),6.2,49,320128
486,The Ring,(2002),7.1,57,301525
487,Equilibrium,(2002),7.4,33,298591
488,The Transporter,(2002),6.8,51,272160
489,Insomnia,(2002),7.2,78,256445
490,Panic Room,(2002),6.8,65,240570
491,Phone Booth,(2002),7.0,56,239283
492,Red Dragon,(2002),7.2,60,234225
493,Resident Evil,(2002),6.7,33,234198
494,8 Mile,(2002),7.1,77,231730
495,Road to Perdition,(2002),7.7,72,230463
496,Chicago,(2002),7.1,82,203260
497,Die Another Day,(2002),6.1,56,193752
498,A Walk to Remember,(2002),7.4,35,190041
499,Blade II,(2002),6.7,52,189118
500,Austin Powers in Goldmember,(2002),6.2,62,186108
501,Ying xiong,(2002),7.9,85,167372
502,xXx,(2002),5.9,48,167342
503,Adaptation.,(2002),7.7,83,166656
504,25th Hour,(2002),7.6,67,163605
505,About a Boy,(2002),7.0,75,163344
506,Lilo & Stitch,(2002),7.2,73,153452
507,Bowling for Columbine,(2002),7.9,72,135562
508,Punch-Drunk Love,(2002),7.3,78,134840
509,Mr. Deeds,(2002),5.8,24,128620
510,The Scorpion King,(2002),5.5,45,124259
511,We Were Soldiers,(2002),7.1,65,122548
512,The Count of Monte Cristo,(2002),7.7,61,121668
513,Reign of Fire,(2002),6.2,39,120656
514,About Schmidt,(2002),7.1,85,118061
515,The Hours,(2002),7.5,80,117889
516,John Q,(2002),7.1,30,116545
517,My Big Fat Greek Wedding,(2002),6.5,62,114571
518,The Time Machine,(2002),6.0,42,113837
519,Mou gaan dou,(2002),8.1,75,112031
520,The Lord of the Rings: The Two Towers,(2002),8.7,87,1373481
521,Catch Me If You Can,(2002),8.1,75,735509
522,The Pianist,(2002),8.5,85,656932
523,Cidade de Deus,(2002),8.6,79,653807
524,Spider-Man,(2002),7.3,73,649259
525,Star Wars: Episode II - Attack of the Clones,(2002),6.6,54,583497
526,Harry Potter and the Chamber of Secrets,(2002),7.4,63,501575
527,The Bourne Identity,(2002),7.9,68,479983
528,Minority Report,(2002),7.6,80,475466
529,Ice Age,(2002),7.5,60,409214
530,Gangs of New York,(2002),7.5,72,376846
531,28 Days Later...,(2002),7.6,73,349559
532,Signs,(2002),6.7,59,320139
533,Men in Black II,(2002),6.2,49,320128
534,The Ring,(2002),7.1,57,301525
535,Equilibrium,(2002),7.4,33,298591
536,The Transporter,(2002),6.8,51,272160
537,Insomnia,(2002),7.2,78,256445
538,Panic Room,(2002),6.8,65,240570
539,Phone Booth,(2002),7.0,56,239283
540,Red Dragon,(2002),7.2,60,234225
541,Resident Evil,(2002),6.7,33,234198
542,8 Mile,(2002),7.1,77,231730
543,Road to Perdition,(2002),7.7,72,230463
544,Chicago,(2002),7.1,82,203260
545,Die Another Day,(2002),6.1,56,193752
546,A Walk to Remember,(2002),7.4,35,190041
547,Blade II,(2002),6.7,52,189118
548,Austin Powers in Goldmember,(2002),6.2,62,186108
549,Ying xiong,(2002),7.9,85,167372
550,xXx,(2002),5.9,48,167342
551,Adaptation.,(2002),7.7,83,166656
552,25th Hour,(2002),7.6,67,163605
553,About a Boy,(2002),7.0,75,163344
554,Lilo & Stitch,(2002),7.2,73,153452
555,Bowling for Columbine,(2002),7.9,72,135562
556,Punch-Drunk Love,(2002),7.3,78,134840
557,Mr. Deeds,(2002),5.8,24,128620
558,The Scorpion King,(2002),5.5,45,124259
559,We Were Soldiers,(2002),7.1,65,122548
560,The Count of Monte Cristo,(2002),7.7,61,121668
561,Reign of Fire,(2002),6.2,39,120656
562,About Schmidt,(2002),7.1,85,118061
563,The Hours,(2002),7.5,80,117889
564,John Q,(2002),7.1,30,116545
565,My Big Fat Greek Wedding,(2002),6.5,62,114571
566,The Time Machine,(2002),6.0,42,113837
567,Mou gaan dou,(2002),8.1,75,112031
568,The Lord of the Rings: The Return of the King,(2003),8.9,94,1518501
569,Pirates of the Caribbean: The Curse of the Black Pearl,(2003),8.0,63,973297
570,Kill Bill: Vol. 1,(2003),8.1,69,923484
571,Finding Nemo,(2003),8.1,90,881756
572,X2,(2003),7.4,68,487333
573,The Matrix Reloaded,(2003),7.2,62,485232
574,Oldeuboi,(2003),8.4,77,467021
575,The Matrix Revolutions,(2003),6.7,47,421281
576,Big Fish,(2003),8.0,58,393412
577,Mystic River,(2003),7.9,84,392966
578,Love Actually,(2003),7.6,55,389406
579,Lost in Translation,(2003),7.7,89,378759
580,The Last Samurai,(2003),7.7,55,374445
581,Terminator 3: Rise of the Machines,(2003),6.3,66,354364
582,Bruce Almighty,(2003),6.7,46,350177
583,The Italian Job,(2003),7.0,68,325498
584,The School of Rock,(2003),7.1,82,248542
585,Hulk,(2003),5.6,54,241808
586,Underworld,(2003),7.0,42,241678
587,2 Fast 2 Furious,(2003),5.9,38,235422
588,21 Grams,(2003),7.7,70,214456
589,Identity,(2003),7.3,64,212040
590,Bad Boys II,(2003),6.6,38,209063
591,Old School,(2003),7.1,54,205418
592,Daredevil,(2003),5.3,42,199130
593,How to Lose a Guy in 10 Days,(2003),6.4,45,193900
594,Anger Management,(2003),6.2,52,193526
595,Elf,(2003),6.9,64,193488
